Index 0 Rate 0.03125 Prior Substitutions 0 Fixes 0 Provisional 1 0  Removed 0 Likelihood -3.34783
Index 1 Rate 1e-09 Prior Substitutions 0 Fixes 0 Provisional 1 0  Removed 1 Likelihood -2.40304
Index 0 Rate 0.0625 Prior Substitutions 1 Fixes 0 Provisional 1 0  Removed 0 Likelihood -4.34783
Index 1 Rate 0.03125 Prior Substitutions 1 Fixes 0 Provisional 1 0  Removed 1 Likelihood -4.78933
