Index 3 Population 0 Rate 0.181601 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 3 Population 1 Rate 2.32441e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -8.97775
Index 4 Population 0 Rate 0.136378 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 4 Population 1 Rate 6.41006e-10 Fixes 0 Provisional 0 Removed 0 Likelihood -11.8021
Index 5 Population 0 Rate 0.0909524 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 5 Population 1 Rate 1.84658e-10 Fixes 0 Provisional 0 Removed 0 Likelihood -14.7975
Index 6 Population 0 Rate 0.045454 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 6 Population 1 Rate 3.7675e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -17.8575
Index 7 Population 0 Rate 7.60208e-08 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 7 Population 1 Rate 3.76157e-06 Fixes 0 Provisional 0 Removed 0 Likelihood -20.3785
Index 0 Population 0 Rate 0.317159 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 0 Population 1 Rate 3.00938e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -2.73183
Index 1 Population 0 Rate 0.272426 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 1 Population 1 Rate 7.31203e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -4.23174
Index 2 Population 0 Rate 0.227239 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 2 Population 1 Rate 3.63567e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -6.41152
Index 3 Population 0 Rate 0.18179 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 3 Population 1 Rate 3.95409e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -8.97775
Index 4 Population 0 Rate 0.13638 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 4 Population 1 Rate 6.10738e-10 Fixes 0 Provisional 0 Removed 0 Likelihood -11.8021
