Index 0 Rate 1e-09 Prior Substitutions 0 Fixes 0 Provisional 0  Removed 0 Likelihood -1.035
Index 0 Rate 0.0181818 Prior Substitutions 1 Fixes 0 Provisional 0  Removed 0 Likelihood -3.26974
