0.316 0.066 
0.316 0.068 
0.316 0.064 
0.316 0.07 
0.316 0.062 
0.316 0.072 
0.316 0.06 
0.316 0.074 
0.316 0.058 
0.316 0.076 
0.316 0.056 
0.316 0.078 
0.316 0.054 
0.316 0.08 
0.316 0.052 
0.316 0.082 
0.316 0.05 
0.316 0.084 
0.316 0.048 
0.316 0.086 
0.316 0.046 
0.316 0.088 
0.316 0.044 
0.316 0.09 
0.316 0.042 
0.316 0.092 
0.316 0.04 
0.316 0.094 
0.316 0.038 
0.316 0.096 
0.316 0.036 
0.316 0.098 
0.316 0.034 
0.316 0.1 
0.316 0.032 
0.316 0.102 
0.316 0.03 
0.316 0.104 
0.316 0.028 
0.316 0.106 
0.316 0.026 
0.316 0.108 
0.316 0.024 
0.316 0.11 
0.316 0.022 
0.316 0.112 
0.316 0.02 
0.316 0.114 
0.316 0.018 
0.316 0.116 
0.316 0.016 
0.316 0.118 
0.316 0.12 
0.316 0.122 
0.316 0.124 
0.316 0.126 
0.316 0.128 
0.316 0.13 
0.316 0.132 
0.316 0.134 
0.316 0.136 
0.316 0.138 
0.316 0.14 
0.316 0.142 
0.316 0.144 
0.316 0.146 
0.316 0.148 
0.316 0.15 
0.316 0.152 
0.316 0.154 
0.316 0.156 
0.316 0.158 
0.316 0.16 
0.316 0.162 
0.316 0.164 
0.316 0.166 
0.316 0.168 
0.316 0.17 
0.316 0.044 
0.316 0.046 
0.316 0.042 
0.316 0.048 
0.316 0.04 
0.316 0.05 
0.316 0.038 
0.316 0.052 
0.316 0.036 
0.316 0.054 
0.316 0.034 
0.316 0.056 
0.316 0.032 
0.316 0.058 
0.316 0.03 
0.316 0.06 
0.316 0.028 
0.316 0.062 
0.316 0.026 
0.316 0.064 
0.316 0.024 
0.316 0.066 
0.316 0.022 
0.316 0.068 
0.316 0.02 
0.316 0.07 
0.316 0.018 
0.316 0.072 
0.316 0.016 
0.316 0.074 
0.316 0.014 
0.316 0.076 
0.316 0.078 
0.316 0.08 
0.316 0.082 
0.316 0.084 
0.316 0.086 
0.316 0.088 
0.316 0.09 
0.316 0.092 
0.316 0.094 
0.316 0.096 
0.316 0.098 
0.316 0.1 
0.318 0.066 
0.318 0.068 
0.318 0.064 
0.318 0.068 
0.318 0.064 
0.318 0.07 
0.318 0.062 
0.318 0.07 
0.318 0.062 
0.318 0.072 
0.318 0.06 
0.318 0.072 
0.318 0.06 
0.318 0.074 
0.318 0.058 
0.318 0.074 
0.318 0.058 
0.318 0.076 
0.318 0.056 
0.318 0.076 
0.318 0.056 
0.318 0.078 
0.318 0.054 
0.318 0.078 
0.318 0.054 
0.318 0.08 
0.318 0.052 
0.318 0.08 
0.318 0.052 
0.318 0.082 
0.318 0.05 
0.318 0.082 
0.318 0.05 
0.318 0.084 
0.318 0.048 
0.318 0.084 
0.318 0.048 
0.318 0.086 
0.318 0.046 
0.318 0.086 
0.318 0.046 
0.318 0.088 
0.318 0.044 
0.318 0.088 
0.318 0.044 
0.318 0.09 
0.318 0.042 
0.318 0.09 
0.318 0.042 
0.318 0.092 
0.318 0.04 
0.318 0.092 
0.318 0.04 
0.318 0.094 
0.318 0.038 
0.318 0.094 
0.318 0.038 
0.318 0.096 
0.318 0.036 
0.318 0.096 
0.318 0.036 
0.318 0.098 
0.318 0.034 
0.318 0.098 
0.318 0.034 
0.318 0.1 
0.318 0.032 
0.318 0.1 
0.318 0.032 
0.318 0.102 
0.318 0.03 
0.318 0.102 
0.318 0.03 
0.318 0.104 
0.318 0.028 
0.318 0.104 
0.318 0.028 
0.318 0.106 
0.318 0.026 
0.318 0.106 
0.318 0.026 
0.318 0.108 
0.318 0.024 
0.318 0.108 
0.318 0.024 
0.318 0.11 
0.318 0.022 
0.318 0.11 
0.318 0.022 
0.318 0.112 
0.318 0.02 
0.318 0.112 
0.318 0.02 
0.318 0.114 
0.318 0.018 
0.318 0.114 
0.318 0.018 
0.318 0.116 
0.318 0.016 
0.318 0.116 
0.318 0.016 
0.318 0.118 
0.318 0.118 
0.318 0.12 
0.318 0.12 
0.318 0.122 
0.318 0.122 
0.318 0.124 
0.318 0.124 
0.318 0.126 
0.318 0.126 
0.318 0.128 
0.318 0.128 
0.318 0.13 
0.318 0.13 
0.318 0.132 
0.318 0.132 
0.318 0.134 
0.318 0.134 
0.318 0.136 
0.318 0.136 
0.318 0.138 
0.318 0.138 
0.318 0.14 
0.318 0.14 
0.318 0.142 
0.318 0.142 
0.318 0.144 
0.318 0.144 
0.318 0.146 
0.318 0.146 
0.318 0.148 
0.318 0.148 
0.318 0.15 
0.318 0.15 
0.318 0.152 
0.318 0.152 
0.318 0.154 
0.318 0.154 
0.318 0.156 
0.318 0.156 
0.318 0.158 
0.318 0.158 
0.318 0.16 
0.318 0.16 
0.318 0.162 
0.318 0.162 
0.318 0.164 
0.318 0.164 
0.318 0.166 
0.318 0.166 
0.318 0.168 
0.318 0.168 
0.318 0.17 
0.318 0.17 
0.318 0.044 
0.318 0.046 
0.318 0.042 
0.318 0.046 
0.318 0.042 
0.318 0.048 
0.318 0.04 
0.318 0.048 
0.318 0.04 
0.318 0.05 
0.318 0.038 
0.318 0.05 
0.318 0.038 
0.318 0.052 
0.318 0.036 
0.318 0.052 
0.318 0.036 
0.318 0.054 
0.318 0.034 
0.318 0.054 
0.318 0.034 
0.318 0.056 
0.318 0.032 
0.318 0.056 
0.318 0.032 
0.318 0.058 
0.318 0.03 
0.318 0.058 
0.318 0.03 
0.318 0.06 
0.318 0.028 
0.318 0.06 
0.318 0.028 
0.318 0.062 
0.318 0.026 
0.318 0.062 
0.318 0.026 
0.318 0.064 
0.318 0.024 
0.318 0.064 
0.318 0.024 
0.318 0.066 
0.318 0.022 
0.318 0.066 
0.318 0.022 
0.318 0.068 
0.318 0.02 
0.318 0.068 
0.318 0.02 
0.318 0.07 
0.318 0.018 
0.318 0.07 
0.318 0.018 
0.318 0.072 
0.318 0.016 
0.318 0.072 
0.318 0.016 
0.318 0.074 
0.318 0.014 
0.318 0.074 
0.318 0.014 
0.318 0.076 
0.318 0.076 
0.318 0.078 
0.318 0.078 
0.318 0.08 
0.318 0.08 
0.318 0.082 
0.318 0.082 
0.318 0.084 
0.318 0.084 
0.318 0.086 
0.318 0.086 
0.318 0.088 
0.318 0.088 
0.318 0.09 
0.318 0.09 
0.318 0.092 
0.318 0.092 
0.318 0.094 
0.318 0.094 
0.318 0.096 
0.318 0.096 
0.318 0.098 
0.318 0.098 
0.318 0.1 
0.318 0.1 
0.314 0.066 
0.314 0.068 
0.314 0.064 
0.314 0.068 
0.314 0.064 
0.314 0.07 
0.314 0.062 
0.314 0.07 
0.314 0.062 
0.314 0.072 
0.314 0.06 
0.314 0.072 
0.314 0.06 
0.314 0.074 
0.314 0.058 
0.314 0.074 
0.314 0.058 
0.314 0.076 
0.314 0.056 
0.314 0.076 
0.314 0.056 
0.314 0.078 
0.314 0.054 
0.314 0.078 
0.314 0.054 
0.314 0.08 
0.314 0.052 
0.314 0.08 
0.314 0.052 
0.314 0.082 
0.314 0.05 
0.314 0.082 
0.314 0.05 
0.314 0.084 
0.314 0.048 
0.314 0.084 
0.314 0.048 
0.314 0.086 
0.314 0.046 
0.314 0.086 
0.314 0.046 
0.314 0.088 
0.314 0.044 
0.314 0.088 
0.314 0.044 
0.314 0.09 
0.314 0.042 
0.314 0.09 
0.314 0.042 
0.314 0.092 
0.314 0.04 
0.314 0.092 
0.314 0.04 
0.314 0.094 
0.314 0.038 
0.314 0.094 
0.314 0.038 
0.314 0.096 
0.314 0.036 
0.314 0.096 
0.314 0.036 
0.314 0.098 
0.314 0.034 
0.314 0.098 
0.314 0.034 
0.314 0.1 
0.314 0.032 
0.314 0.1 
0.314 0.032 
0.314 0.102 
0.314 0.03 
0.314 0.102 
0.314 0.03 
0.314 0.104 
0.314 0.028 
0.314 0.104 
0.314 0.028 
0.314 0.106 
0.314 0.026 
0.314 0.106 
0.314 0.026 
0.314 0.108 
0.314 0.024 
0.314 0.108 
0.314 0.024 
0.314 0.11 
0.314 0.022 
0.314 0.11 
0.314 0.022 
0.314 0.112 
0.314 0.02 
0.314 0.112 
0.314 0.02 
0.314 0.114 
0.314 0.018 
0.314 0.114 
0.314 0.018 
0.314 0.116 
0.314 0.016 
0.314 0.116 
0.314 0.016 
0.314 0.118 
0.314 0.118 
0.314 0.12 
0.314 0.12 
0.314 0.122 
0.314 0.122 
0.314 0.124 
0.314 0.124 
0.314 0.126 
0.314 0.126 
0.314 0.128 
0.314 0.128 
0.314 0.13 
0.314 0.13 
0.314 0.132 
0.314 0.132 
0.314 0.134 
0.314 0.134 
0.314 0.136 
0.314 0.136 
0.314 0.138 
0.314 0.138 
0.314 0.14 
0.314 0.14 
0.314 0.142 
0.314 0.142 
0.314 0.144 
0.314 0.144 
0.314 0.146 
0.314 0.146 
0.314 0.148 
0.314 0.148 
0.314 0.15 
0.314 0.15 
0.314 0.152 
0.314 0.152 
0.314 0.154 
0.314 0.154 
0.314 0.156 
0.314 0.156 
0.314 0.158 
0.314 0.158 
0.314 0.16 
0.314 0.16 
0.314 0.162 
0.314 0.162 
0.314 0.164 
0.314 0.164 
0.314 0.166 
0.314 0.166 
0.314 0.168 
0.314 0.168 
0.314 0.17 
0.314 0.17 
0.314 0.044 
0.314 0.046 
0.314 0.042 
0.314 0.046 
0.314 0.042 
0.314 0.048 
0.314 0.04 
0.314 0.048 
0.314 0.04 
0.314 0.05 
0.314 0.038 
0.314 0.05 
0.314 0.038 
0.314 0.052 
0.314 0.036 
0.314 0.052 
0.314 0.036 
0.314 0.054 
0.314 0.034 
0.314 0.054 
0.314 0.034 
0.314 0.056 
0.314 0.032 
0.314 0.056 
0.314 0.032 
