Index 0 Rate 0.0476191 Prior Substitutions 0 Fixes 0 Provisional 1 0  Removed 0 Likelihood -4.87252
Index 1 Rate 1e-09 Prior Substitutions 0 Fixes 0 Provisional 1 0  Removed 1 Likelihood -2.40304
